_id,duration,recorded_date,popularity,likes,views
557,859,2009-02-06,2.9238982385949694,36000,1231233
558,1104,2008-03-01,2.8771389730052435,20000,695135
560,508,2009-02-07,2.9970207740368093,32000,1067727
561,881,2009-02-07,2.9643715477423016,27000,910817
562,1030,2009-02-04,2.9635512827731727,10000,337433
563,216,2004-02-27,2.9184699663689253,17000,582497
566,232,2009-02-05,2.974632335443339,20000,672352
565,181,2009-02-06,2.9016766855114446,12000,413554
570,844,2009-02-06,2.9842404972287255,66000,2211618
571,694,2004-02-02,2.9670388951826077,22000,741480
572,217,2009-02-05,2.9933768844545754,139000,4643585
573,940,2009-02-06,2.972756693523247,37000,1244636
575,930,2009-03-23,2.9529564507825827,60000,2031862
578,364,2009-06-03,2.9778211877933156,40000,1343264
580,1115,2009-02-06,2.9893446470801854,27000,903208
581,171,2009-02-06,2.979714764045217,27000,906127
582,374,2009-03-23,2.978850163836759,57000,1913490
584,977,2009-02-06,2.874938137491863,14000,486967
585,734,2009-06-06,2.951193167397579,15000,508269
586,339,2007-03-10,2.862555689719782,11000,384272
587,164,2009-02-06,2.966425132132534,82000,2764270
588,231,2009-02-05,2.931489621793866,40000,1364494
589,1103,2009-02-06,2.9837736961361037,33000,1105982
590,894,2009-02-06,2.8944537442171225,24000,829172
591,372,2007-02-02,2.976983219215643,38000,1276460
592,344,2009-02-06,2.903014252480428,22000,757833
594,255,2009-02-06,2.894293177427407,24000,829218
598,984,2009-02-05,2.988293063096015,25000,836598
599,557,2009-06-03,2.887141633544736,21000,727363
601,234,2009-02-06,2.909588184162384,16000,549906
602,372,2009-02-06,2.969802921428812,97000,3266210
603,868,2009-02-05,2.968401708970993,43000,1448591
604,989,2009-02-05,2.981101428350436,37000,1241152
605,997,2009-07-21,2.995020777956647,260000,8681075
606,919,2009-07-21,2.973776053252003,25000,840682
607,1019,2009-02-20,2.9951696082862727,44000,1469032
610,1147,2009-07-22,2.9916756624691794,24000,802226
613,552,2009-07-21,2.9968130580075836,151000,5038686
608,1090,2009-07-22,2.8995592669914174,21000,724248
614,1042,2009-07-22,2.9452948301485287,48000,1629718
615,1069,2009-07-22,2.9449876310519496,30000,1018680
618,1102,2009-07-23,2.998355598108542,856000,28548982
619,596,2009-07-24,2.9668955539324893,68000,2291958
620,1179,2009-07-23,2.9905930894371755,60000,2006291
621,859,2009-06-04,2.8048070077024314,13000,463490
622,1008,2009-02-06,2.938510536820667,26000,884802
623,314,2009-07-23,2.948882260204834,26000,881690
625,1059,2009-07-23,2.89457687864618,11000,380021
626,260,2009-07-24,2.9543597579271474,32000,1083145
627,856,2009-07-23,2.9786353460547192,19000,637876
628,1142,2009-07-22,2.9577313304413293,33000,1115720
629,1113,2009-07-23,2.9408304905305256,26000,884104
630,997,2009-09-09,2.9961170323261053,105000,3504536
631,800,2009-07-22,2.834180213373282,14000,493970
633,1152,2006-02-09,2.9703402786878086,34000,1144650
634,1077,2009-07-23,2.970830161353213,80000,2692850
635,607,2009-07-23,2.9505417433873973,37000,1254007
637,1111,2009-07-23,2.992003295806707,286000,9558813
639,220,2009-02-05,2.9504881269675507,33000,1118459
640,1175,2009-07-22,2.9620247992972852,29000,979060
641,696,2009-07-22,2.8341779183530025,15000,529254
642,342,2009-07-23,2.992047766940266,95000,3175083
643,1035,2009-07-23,2.9671030689186613,54000,1819957
644,1008,2009-07-23,2.946212557104532,17000,577012
645,1116,2009-06-03,2.9908431369916024,49000,1638334
646,993,2009-07-23,2.988601203319521,66000,2208391
